"V1"
"fb.get.con"	"https://www.facebook.com/MartininBowRiver"
"fb.get.con.1"	"https://www.facebook.com/lenwebberyyc"
"fb.get.con.2"	"https://www.facebook.com/DeepakObhrai"
"fb.get.con.3"	"https://www.facebook.com/RtHonStephenHarper"
"fb.get.con.4"	"https://www.facebook.com/kenneyjasont"
"fb.get.con.5"	"https://www.facebook.com/cpcpcc"
"fb.get.con.6"	"https://www.facebook.com/TomKmiec"
"fb.get.con.7"	"https://www.facebook.com/ronliepert"
"fb.get.con.8"	"https://www.facebook.com/ziad4manning"
"fb.get.con.9"	"https://www.facebook.com/mattjeneroux"
"fb.get.con.10"	"https://www.facebook.com/KellyMcCauleyforEdmontonWest"
"fb.get.con.11"	"https://www.facebook.com/MikeLakeMP"
"fb.get.con.12"	"https://www.facebook.com/johnbarlowmp"
"fb.get.con.13"	"https://www.facebook.com/MPYURDIGA"
"fb.get.con.14"	"https://www.facebook.com/chriswarkentin"
"fb.get.con.15"	"https://www.facebook.com/ShannonLakeland"
"fb.get.con.16"	"https://www.facebook.com/RachaelHarderCPC"
"fb.get.con.17"	"https://www.facebook.com/cpcpcc"
"fb.get.con.18"	"https://www.facebook.com/vote.arnold.viersen"
"fb.get.con.19"	"https://www.facebook.com/cpcpcc"
"fb.get.con.20"	"https://www.facebook.com/cpcpcc"
"fb.get.con.21"	"https://www.facebook.com/cpcpcc"
"fb.get.con.22"	"https://www.facebook.com/michaelcooper4stalbertedmonton"
"fb.get.con.23"	"https://www.facebook.com/ronaambrose"
"fb.get.con.24"	"https://www.facebook.com/cpcpcc"
"fb.get.con.25"	"https://www.facebook.com/EdFastMP"
"fb.get.con.26"	"https://www.facebook.com/TodddohertyforMP"
"fb.get.con.27"	"https://www.facebook.com/DanAlbas4COSN"
"fb.get.con.28"	"https://www.facebook.com/reelectmarkstrahl"
"fb.get.con.29"	"https://www.facebook.com/markwarawa"
"fb.get.con.30"	"https://www.facebook.com/cpcpcc"
"fb.get.con.31"	"https://www.facebook.com/DianneLWatts1"
"fb.get.con.32"	"https://www.facebook.com/larrymaguiremp"
"fb.get.con.33"	"https://www.facebook.com/RobertSopuckMP"
"fb.get.con.34"	"https://www.facebook.com/CandiceBergenMp"
"fb.get.con.35"	"https://www.facebook.com/BarrieInnisfil"
"fb.get.con.36"	"https://www.facebook.com/votealexnuttall"
"fb.get.con.37"	"https://www.facebook.com/LarryMillerMP"
"fb.get.con.38"	"https://www.facebook.com/PierrePoilievreMP"
"fb.get.con.39"	"https://www.facebook.com/cpcpcc"
"fb.get.con.40"	"https://www.facebook.com/davidtilsonmp"
"fb.get.con.41"	"https://www.facebook.com/karen.vecchio.33"
"fb.get.con.42"	"https://www.facebook.com/cpcpcc"
"fb.get.con.43"	"https://www.facebook.com/DianeFinleyCPC"
"fb.get.con.44"	"https://www.facebook.com/cpcpcc"
"fb.get.con.45"	"https://www.facebook.com/LobbBen"
"fb.get.con.46"	"https://www.facebook.com/Harold.Albrecht.MP"
"fb.get.con.47"	"https://www.facebook.com/BevShipleyMP"
"fb.get.con.48"	"https://www.facebook.com/cpcpcc"
"fb.get.con.49"	"https://www.facebook.com/cpcpcc"
"fb.get.con.50"	"https://www.facebook.com/LisaRaittMP"
"fb.get.con.51"	"https://www.facebook.com/colin.carrie.1"
"fb.get.con.52"	"https://www.facebook.com/tonyclementpsm"
"fb.get.con.53"	"https://www.facebook.com/jlnater2014"
"fb.get.con.54"	"https://www.facebook.com/CherylGallant"
"fb.get.con.55"	"https://www.facebook.com/Gladu2015"
"fb.get.con.56"	"https://www.facebook.com/KellieLeitchMP"
"fb.get.con.57"	"https://www.facebook.com/cpcpcc"
"fb.get.con.58"	"https://www.facebook.com/LauzonGuy"
"fb.get.con.59"	"https://www.facebook.com/PeterKentMP"
"fb.get.con.60"	"https://www.facebook.com/maxime.bernier.beauce"
"fb.get.con.61"	"https://www.facebook.com/sylviebouchercandidate"
"fb.get.con.62"	"https://www.facebook.com/AlupaClarke"
"fb.get.con.63"	"https://www.facebook.com/HonStevenBlaney"
"fb.get.con.64"	"https://www.facebook.com/cpcpcc"
"fb.get.con.65"	"https://www.facebook.com/DenisLebelPCC"
"fb.get.con.66"	"https://www.facebook.com/jacquesgourde2025"
"fb.get.con.67"	"https://www.facebook.com/deltell.gerard"
"fb.get.con.68"	"https://www.facebook.com/lucbertholdmeganticlerable"
"fb.get.con.69"	"https://www.facebook.com/bernardgenereuxpc"
"fb.get.con.70"	"https://www.facebook.com/JoelGodinPJC"
"fb.get.con.71"	"https://www.facebook.com/alainrayes"
"fb.get.con.72"	"https://www.facebook.com/gerryritzmp"
"fb.get.con.73"	"https://www.facebook.com/kellyblockmp"
"fb.get.con.74"	"https://www.facebook.com/TomLukiwski"
"fb.get.con.75"	"https://www.facebook.com/MPRandyHoback"
"fb.get.con.76"	"https://www.facebook.com/cpcpcc"
"fb.get.con.77"	"https://www.facebook.com/cpcpcc"
"fb.get.con.78"	"https://www.facebook.com/bradtrostcpc"
